FID,the_geom,PROVNO,KABKOTNO,KECNO,DESANO,PROVINSI,KABKOT,KECAMATAN,DESA,ID2013,Pdk,kelas
Batas_Admin_Mks.1,"MULTIPOLYGON (((767734.2991610882 9433265.465040179, 767864.536354667 9433248.477601064, 768000.529592338 9433266.399159003, 768039.4553706076 9433275.049360905, 768080.5360938176 9433022.833191019, 768093.9530474152 9432954.79005561, 768105.8504077208 9432851.67958749, 768107.2934411226 9432839.193390096, 768107.631033146 9432836.348716978, 768107.2170502181 9432836.323615495, 768107.1569111876 9432836.319970112, 768106.8629780633 9432836.271070939, 768105.5801269535 9432836.057180636, 768105.6287425858 9432835.976231359, 768017.6472562137 9432823.615141423, 767942.8102085663 9432820.464116976, 767857.7322595271 9432807.860003754, 767813.1615141046 9432799.756202104, 767805.7400708068 9432798.406849025, 767755.3235574334 9432786.590474125, 767726.9642246678 9432781.076184593, 767680.4864313332 9432774.774157848, 767638.735141954 9432784.227257546, 767579.6532543105 9432801.557958199, 767544.8397081995 9432812.178969737, 767525.7036348376 9432816.00618788, 767532.5627564363 9432864.02023087, 767534.9514597149 9433031.22967535, 767534.5868924959 9433031.276851742, 767532.52464063 9433055.199499587, 767531.330600383 9433176.991388239, 767522.2781636928 9433309.383159012, 767543.5290623378 9433305.932071261, 767731.1786059407 9433265.872100055, 767734.2991610882 9433265.465040179)))",73,71,060,004,SULAWESI SELATAN,MAKASSAR,WAJO,MELAYU,7371060004,15438,Sedang
Batas_Admin_Mks.2,"MULTIPOLYGON (((767734.2991610882 9433265.465040179, 767731.1786059407 9433265.872100055, 767543.5290623378 9433305.932071261, 767522.2781636928 9433309.383159012, 767522.0562998678 9433312.626783244, 767520.7964553698 9433314.60662656, 767515.0007709251 9433323.714105748, 767507.9618920584 9433334.775363978, 767507.8711499474 9433346.953922015, 767506.5379325703 9433525.93754726, 767506.3872051523 9433546.181259928, 767506.3398202606 9433621.875277676, 767504.2194392746 9433655.005942563, 767499.7829255529 9433724.326138645, 767497.6890330778 9433757.04479598, 767494.7050402713 9433789.5963052, 767485.7940462425 9433886.80745412, 767474.7303996733 9434000.46155778, 767477.4738980376 9434000.461539296, 767680.0352104465 9434000.461488998, 767694.1376624969 9434000.461568125, 767701.9958092254 9433817.47876165, 767709.1685750484 9433670.436419277, 767718.732254701 9433481.552687924, 767725.9050696343 9433401.45634216, 767734.5736543951 9433271.42793752, 767734.2992241534 9433271.461940994, 767734.2991610882 9433265.465040179)))",73,71,060,007,SULAWESI SELATAN,MAKASSAR,WAJO,MALIMONGAN,7371060007,15438,Sedang
Batas_Admin_Mks.3,"MULTIPOLYGON (((767949.7745825469 9433866.748928335, 767995.6882028233 9433537.176796379, 767995.7135865027 9433536.994811887, 767996.0148394792 9433536.95428977, 767997.0921463242 9433530.750631046, 767997.6516455631 9433527.528514925, 767999.0471936071 9433519.492598182, 768033.9344175615 9433318.589974307, 768036.9952827422 9433288.045105929, 768037.8927673083 9433283.346797744, 768038.9725751136 9433277.69354912, 768039.3267803605 9433275.83880549, 768039.4083150332 9433275.338303568, 768039.4553706076 9433275.049360905, 768000.529592338 9433266.399159003, 767864.536354667 9433248.477601064, 767734.2991610882 9433265.465040179, 767734.2992241534 9433271.461940994, 767734.5736543951 9433271.42793752, 767725.9050696343 9433401.45634216, 767718.732254701 9433481.552687924, 767709.1685750484 9433670.436419277, 767701.9958092254 9433817.47876165, 767694.1376624969 9434000.461568125, 767800.6630502574 9434000.461548591, 767926.0270893753 9434000.461503312, 767926.0243054878 9434000.488177529, 767926.2534950471 9434000.48820008, 767930.5975565539 9434000.48822557, 767931.1429074818 9434000.488164598, 767931.2961075659 9434000.488251848, 767931.4234251507 9433998.474715583, 767949.7745825469 9433866.748928335)))",73,71,060,008,SULAWESI SELATAN,MAKASSAR,WAJO,MALIMONGAN TUA,7371060008,15438,Sedang
Batas_Admin_Mks.4,"MULTIPOLYGON (((767474.7303996733 9434000.46155778, 767485.7940462425 9433886.80745412, 767494.7050402713 9433789.5963052, 767497.6890330778 9433757.04479598, 767499.7829255529 9433724.326138645, 767504.2194392746 9433655.005942563, 767506.3398202606 9433621.875277676, 767506.3872051523 9433546.181259928, 767506.5379325703 9433525.93754726, 767507.8711499474 9433346.953922015, 767507.9618920584 9433334.775363978, 767515.0007709251 9433323.714105748, 767520.7964553698 9433314.60662656, 767522.0562998678 9433312.626783244, 767522.2781636928 9433309.383159012, 767420.1863220003 9433325.96210535, 767270.4882594915 9433354.425831374, 767136.6337075753 9433379.64486434, 767097.2008369118 9433381.720286896, 766905.7056120804 9433422.965461515, 766942.6287311375 9433589.403597558, 766932.3648528839 9433590.686669094, 766929.8539058215 9433599.056390991, 766933.5276882604 9433602.730144268, 766933.8127060207 9433602.50215792, 766950.968144794 9433660.609284755, 766944.5532082954 9433661.250819977, 766953.4796653937 9433684.204422273, 766961.3430496384 9433682.70466085, 767147.8970013342 9433647.124809617, 767173.0018492409 9433654.297644258, 767306.430865223 9433630.814072257, 767322.4351075934 9433627.997294795, 767328.4124816328 9433942.405142453, 767372.6447716088 9433998.592012808, 767379.9277163304 9434008.115886193, 767391.955999094 9434000.461503053, 767474.7303996733 9434000.46155778)))",73,71,060,006,SULAWESI SELATAN,MAKASSAR,WAJO,MAMPU,7371060006,15438,Sedang
Batas_Admin_Mks.5,"MULTIPOLYGON (((766905.7056120804 9433422.965461515, 767097.2008369118 9433381.720286896, 767136.6337075753 9433379.64486434, 767270.4882594915 9433354.425831374, 767420.1863220003 9433325.96210535, 767522.2781636928 9433309.383159012, 767531.330600383 9433176.991388239, 767532.52464063 9433055.199499587, 767534.5868924959 9433031.276851742, 767531.7689253916 9433031.64150033, 767453.7202779036 9433041.739858918, 767270.7739131061 9433067.591040008, 767138.6458532328 9433088.360313877, 767031.6251778693 9433106.302686851, 766841.1777601185 9433137.020061433, 766886.2607179616 9433332.600508783, 766903.9978589066 9433423.333211761, 766905.7056120804 9433422.965461515)))",73,71,060,005,SULAWESI SELATAN,MAKASSAR,WAJO,BUTUNG,7371060005,15438,Sedang
Batas_Admin_Mks.6,"MULTIPOLYGON (((766841.1777601185 9433137.020061433, 767031.6251778693 9433106.302686851, 767138.6458532328 9433088.360313877, 767270.7739131061 9433067.591040008, 767453.7202779036 9433041.739858918, 767531.7689253916 9433031.64150033, 767534.5868924959 9433031.276851742, 767534.9514597149 9433031.22967535, 767532.5627564363 9432864.02023087, 767525.7036348376 9432816.00618788, 767525.671377897 9432816.012615703, 767524.5336101486 9432814.643886806, 767518.8811610921 9432806.033664394, 767508.1496716955 9432787.104474962, 767501.9425455448 9432774.09915905, 767463.5060935705 9432720.521024633, 767442.5407138551 9432677.425631115, 767431.0742062473 9432643.026104514, 767419.0620379962 9432647.750974772, 767416.9329778184 9432648.588330887, 767393.6097958523 9432657.762147414, 767241.6628931249 9432717.52797887, 767197.7500706961 9432730.335944531, 767145.1605658627 9432753.12469044, 767034.632303633 9432797.823639756, 767001.0232675138 9432809.026640348, 766952.9344705966 9432835.25690223, 766901.6309286705 9432859.793387063, 766905.1848177223 9432878.155216925, 766916.8464492994 9432875.193461582, 766916.8971728121 9432875.407575311, 766921.523459763 9432873.725326179, 766928.7820875735 9432904.211581508, 766923.8420793518 9432904.740951944, 766923.9875994909 9432905.355216308, 766917.1682646907 9432907.115072621, 766917.4585336933 9432911.17989991, 766924.9847224375 9432909.567191113, 766925.0287951091 9432909.753117353, 766929.9434837239 9432908.566767631, 766942.4283101081 9432965.184272202, 766938.1167420668 9432966.308943195, 766938.2941256004 9432967.16637921, 766911.9590544251 9432974.42408275, 766911.1194850921 9432969.806362534, 766933.7522962589 9432963.633866312, 766931.9860054252 9432958.839620166, 766919.1173988512 9432962.119893856, 766922.9023244383 9432959.09191873, 766922.3975972487 9432956.820994271, 766918.3604150981 9432957.073365403, 766923.1545857056 9432953.540744413, 766922.3975693617 9432952.531478772, 766915.080192503 9432952.531527178, 766914.8177077732 9432951.787703425, 766906.1350448804 9432953.280064652, 766903.7265458475 9432959.84890179, 766903.9778059807 9432959.848953778, 766904.9871480785 9432964.390802845, 766900.6975554379 9432965.40010481, 766900.445292564 9432959.344329303, 766897.922024338 9432958.33494873, 766896.9127162078 9432961.362896891, 766887.3242765797 9432963.381528512, 766887.0719389009 9432962.119884606, 766880.2591264906 9432964.643106444, 766879.2103314329 9432965.575402029, 766875.9391744263 9432964.893881593, 766873.6164077972 9432957.63529106, 766867.5190759489 9432957.344865788, 766864.2106205972 9432942.566870617, 766866.1288503316 9432941.681428524, 766869.156842492 9432944.961733736, 766871.818798585 9432944.353189088, 766874.1970930779 9432946.311717875, 766876.2294335503 9432945.150360342, 766873.6163899743 9432927.148994029, 766876.8102176369 9432927.14894721, 766876.8102230213 9432921.922667786, 766881.7460470456 9432919.599998852, 766877.6812469854 9432913.502672268, 766875.3156261625 9432912.93945263, 766875.2756976582 9432912.380110353, 766874.5447059877 9432910.709025973, 766859.9048218594 9432911.28887434, 766855.3419713463 9432914.651015434, 766839.1931061456 9432916.417246083, 766820.2686040204 9432919.949817853, 766813.9604893378 9432919.94982918, 766798.7841261238 9432924.542716837, 766797.4843381307 9432936.240945943, 766792.2603901394 9432937.13647436, 766792.260412368 9432938.117383009, 766794.6438894945 9432949.759408224, 766800.9673311098 9432951.566046633, 766827.4379098789 9433073.47032863, 766839.9254330602 9433137.222028708, 766841.1777601185 9433137.020061433)))",73,71,060,003,SULAWESI SELATAN,MAKASSAR,WAJO,MELAYU BARU,7371060003,15438,Sedang
Batas_Admin_Mks.7,"MULTIPOLYGON (((766901.6309286705 9432859.793387063, 766952.9344705966 9432835.25690223, 767001.0232675138 9432809.026640348, 767034.632303633 9432797.823639756, 767145.1605658627 9432753.12469044, 767197.7500706961 9432730.335944531, 767241.6628931249 9432717.52797887, 767393.6097958523 9432657.762147414, 767416.9329778184 9432648.588330887, 767419.0620379962 9432647.750974772, 767431.0742062473 9432643.026104514, 767442.5407138551 9432677.425631115, 767463.5060935705 9432720.521024633, 767501.9425455448 9432774.09915905, 767508.1496716955 9432787.104474962, 767518.8811610921 9432806.033664394, 767524.5336101486 9432814.643886806, 767525.671377897 9432816.012615703, 767525.7036348376 9432816.00618788, 767544.8397081995 9432812.178969737, 767579.6532543105 9432801.557958199, 767638.735141954 9432784.227257546, 767680.4864313332 9432774.774157848, 767726.9642246678 9432781.076184593, 767755.3235574334 9432786.590474125, 767805.7400708068 9432798.406849025, 767813.1615141046 9432799.756202104, 767814.1455762639 9432789.423892781, 767815.8924394781 9432780.68952699, 767818.5127378405 9432761.910705285, 767820.2595790093 9432745.315516863, 767822.006421034 9432723.043055221, 767823.7532408617 9432701.207170077, 767825.0633935316 9432685.922140993, 767825.9368217199 9432675.877684016, 767828.1203960357 9432661.902743084, 767829.4306368154 9432647.054400397, 767832.9243604325 9432626.092048917, 767835.1079442861 9432611.680418331, 767835.2366116252 9432611.323900294, 767834.7771748271 9432610.864494266, 767836.965829742 9432604.298177924, 767842.5009126242 9432587.190051112, 767850.5517489794 9432567.566041833, 767853.0676066393 9432560.018348034, 767855.5835627283 9432547.438840855, 767860.6153334787 9432521.273462774, 767866.1502777687 9432486.050801318, 767872.1885425326 9432452.337662239, 767873.3578052525 9432445.175861057, 767869.7915039564 9432445.096713148, 767839.2567272624 9432444.418089807, 767778.5531801091 9432441.361132897, 767725.0554207426 9432441.361093493, 767702.7829601543 9432441.36110695, 767664.788652774 9432441.361088205, 767604.5218160837 9432440.924345005, 767543.818305164 9432439.614273887, 767530.2800396931 9432439.614288032, 767519.7988921043 9432443.108002719, 767506.6974571978 9432448.785286814, 767406.9078194486 9432488.526406318, 767397.736763427 9432492.020141233, 767392.9329422747 9432493.330369191, 767385.9454260077 9432492.456868794, 767381.5783265369 9432491.583456986, 767373.2807091329 9432493.330361282, 767345.7675910748 9432505.121714571, 767307.7732206457 9432519.970040035, 767224.1347290918 9432555.407497257, 767186.1479078466 9432571.502588209, 767142.9129472694 9432589.844635246, 767108.849113168 9432605.566444758, 767029.2646534352 9432639.837259348, 766971.938618172 9432664.523087645, 766955.3434065594 9432671.51058449, 766941.2195302274 9432677.999881556, 766923.0264038072 9432686.358858217, 766892.892984736 9432700.770518491, 766684.5452306648 9432808.367980035, 766683.4845666436 9432808.915742837, 766683.3614501092 9432808.979378773, 766701.0788675011 9432833.07500413, 766703.2848094753 9432835.87270001, 766698.7790788384 9432841.7134388, 766702.6259713634 9432845.560341634, 766705.5851597358 9432843.19299526, 766715.9420962003 9432855.325519368, 766726.003238262 9432857.39693316, 766729.554237019 9432853.550026923, 766730.737880089 9432854.733714748, 766737.1607893996 9432853.283267412, 766738.6403079592 9432855.388668263, 766742.3592588105 9432854.644832717, 766742.2448561586 9432855.788475282, 766745.5335590153 9432855.029548723, 766758.4346869842 9432864.318327932, 766761.1611904376 9432864.091131432, 766773.2728869827 9432860.810957406, 766794.9729434145 9432855.259794436, 766804.3090083052 9432850.97018371, 766805.5482294128 9432849.111251537, 766811.2264697035 9432849.111280097, 766811.5223765138 9432840.529816, 766815.9610963947 9432844.376705684, 766823.6549684044 9432845.85623707, 766824.7034664123 9432844.225158645, 766824.7474229182 9432844.4097576, 766841.3847084685 9432842.202679867, 766845.2566773989 9432838.162492841, 766849.1035530048 9432838.16242651, 766854.1340509651 9432836.091101058, 766862.7155928987 9432836.978814773, 766874.2562777506 9432829.87681095, 766870.1134979553 9432823.36677082, 766881.9502669778 9432822.380339945, 766881.5207377413 9432821.7003178, 766887.0719423251 9432820.691030812, 766887.1409626305 9432820.96238584, 766892.011073499 9432818.040305883, 766900.8907929721 9432860.147330023, 766901.6309286705 9432859.793387063)))",73,71,060,002,SULAWESI SELATAN,MAKASSAR,WAJO,ENDE,7371060002,15438,Sedang
Batas_Admin_Mks.8,"MULTIPOLYGON (((766683.4845666436 9432808.915742837, 766684.5452306648 9432808.367980035, 766892.892984736 9432700.770518491, 766923.0264038072 9432686.358858217, 766941.2195302274 9432677.999881556, 766955.3434065594 9432671.51058449, 766971.938618172 9432664.523087645, 767029.2646534352 9432639.837259348, 767108.849113168 9432605.566444758, 767142.9129472694 9432589.844635246, 767186.1479078466 9432571.502588209, 767224.1347290918 9432555.407497257, 767307.7732206457 9432519.970040035, 767345.7675910748 9432505.121714571, 767373.2807091329 9432493.330361282, 767381.5783265369 9432491.583456986, 767385.9454260077 9432492.456868794, 767392.9329422747 9432493.330369191, 767397.736763427 9432492.020141233, 767406.9078194486 9432488.526406318, 767506.6974571978 9432448.785286814, 767519.7988921043 9432443.108002719, 767530.2800396931 9432439.614288032, 767543.818305164 9432439.614273887, 767604.5218160837 9432440.924345005, 767664.788652774 9432441.361088205, 767702.7829601543 9432441.36110695, 767725.0554207426 9432441.361093493, 767778.5531801091 9432441.361132897, 767839.2567272624 9432444.418089807, 767869.7915039564 9432445.096713148, 767873.3578052525 9432445.175861057, 767876.2139528692 9432427.681855794, 767886.7403005593 9432372.021673048, 767894.5800061972 9432330.568019075, 767901.3729963547 9432301.38352428, 767904.27678941 9432291.788218198, 767910.0956467406 9432278.376404416, 767914.4429802415 9432278.771567384, 767916.105568945 9432276.202030782, 767922.6991170682 9432253.344780723, 767928.7731687541 9432229.048208112, 767917.6779870333 9432225.709552106, 767560.1568959993 9432118.129678147, 767555.2254024799 9432117.405452581, 767555.2121257351 9432117.502974471, 767389.38641953 9432123.766064484, 766993.7362261291 9432138.950640673, 766984.7686291472 9432139.896809109, 766799.8230922378 9432159.409402136, 766775.0778374204 9432186.275629632, 766737.5656666668 9432208.939260526, 766680.5647457058 9432236.456945991, 766599.9772945759 9432275.76790085, 766503.6654157944 9432325.889461594, 766424.0138437902 9432372.051115742, 766423.5570284673 9432372.31592475, 766477.0821275006 9432449.392128384, 766460.6185135219 9432457.966988586, 766459.9325298686 9432464.826837951, 766462.6763990306 9432468.256683512, 766456.2541118569 9432472.136925148, 766456.3198991206 9432472.227068588, 766433.8650778632 9432487.464275422, 766436.9519692506 9432495.010185925, 766461.3113470131 9432479.06052092, 766461.9143575823 9432479.886153685, 766469.1932847335 9432474.77363128, 766475.7101864058 9432476.831579715, 766490.1157862453 9432472.029637663, 766586.4966484301 9432611.284602137, 766572.4339537388 9432620.88834894, 766572.777002106 9432623.975271069, 766563.7404537953 9432630.561222246, 766564.6639915488 9432631.872012287, 766540.0211839863 9432650.557153994, 766545.8520719311 9432658.103059156, 766570.2828407143 9432639.847098222, 766570.9470828634 9432640.789776627, 766575.8639199566 9432636.666025495, 766585.1247152482 9432638.723962026, 766599.5303998516 9432633.579035103, 766638.2885411683 9432692.916747106, 766626.6267422312 9432689.143880876, 766625.597819424 9432712.124284215, 766618.6408569918 9432714.38935997, 766619.5954421076 9432715.725701502, 766607.5907267358 9432720.870574797, 766613.7645815494 9432728.759495387, 766625.7693418905 9432723.271535952, 766644.2908878732 9432723.6145741, 766649.0421421591 9432721.951675853, 766649.7799245329 9432723.010247156, 766653.894642255 9432720.87067978, 766673.7882621886 9432750.367947493, 766668.1553742473 9432750.123122955, 766673.1866921703 9432757.580200672, 766667.0334948332 9432751.768856378, 766656.9815489945 9432752.082963191, 766657.2284952728 9432768.871426739, 766670.26425072 9432789.149391646, 766647.3778237988 9432805.93275165, 766653.2086445403 9432814.16460889, 766674.965969166 9432798.934515452, 766679.3090642313 9432805.709777333, 766680.6202724157 9432804.823852332, 766683.4845666436 9432808.915742837)))",73,71,060,001,SULAWESI SELATAN,MAKASSAR,WAJO,PATTUNUANG,7371060001,15438,Sedang
